,hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snowdepth,windspeed,cloudcover,visibility,increase_stock,daytime,rushhour,weather_score,weather_score_daytime
558,5,3,12,0,1,0,4.2,-7.8,41.08,0.0,0.0,28.6,26.2,16.0,low_bike_demand,0,0,0.1162104094006402,0.0
559,12,4,1,0,1,0,3.7,-7.2,44.89,0.0,0.11,8.6,92.8,16.0,low_bike_demand,1,0,0.13191752969264015,0.13191752969264015
560,1,4,4,0,1,1,13.7,7.9,67.76,0.0,0.0,13.4,100.0,16.0,low_bike_demand,0,0,0.1291853569490402,0.0
561,14,1,11,0,1,0,11.2,-0.7,43.72,0.0,0.0,11.3,24.4,16.0,low_bike_demand,1,0,0.20515608855779033,0.20515608855779033
562,21,0,6,0,1,1,22.0,12.7,55.55,0.0,0.0,19.2,68.0,16.0,low_bike_demand,0,0,0.2987940324920404,0.0
563,14,3,4,0,1,1,21.0,11.1,53.05,0.0,0.0,10.8,84.3,16.0,high_bike_demand,1,0,0.3159735826826404,0.3159735826826404
564,5,6,7,0,0,1,26.3,23.1,82.89,0.0,0.0,0.0,3.2,13.3,low_bike_demand,0,0,0.16127133190424037,0.0
565,7,1,8,0,1,1,25.4,21.6,79.69,0.0,0.0,7.7,24.4,16.0,low_bike_demand,1,0,0.17321464090429017,0.17321464090429017
566,3,2,10,0,1,1,11.0,7.7,80.17,0.0,0.0,7.4,0.0,15.9,low_bike_demand,0,0,-0.027728008200059828,-0.0
567,17,0,12,0,1,0,19.4,10.7,57.11,0.0,0.0,22.0,64.4,16.0,high_bike_demand,1,1,0.2464949102542402,0.2464949102542402
568,23,5,7,0,0,1,23.5,16.2,63.47,0.0,0.0,12.1,89.1,16.0,low_bike_demand,0,0,0.2794273556948903,0.0
569,15,4,7,0,1,1,25.5,22.3,82.42,0.009,0.0,9.3,55.0,16.0,low_bike_demand,1,1,0.18441938384999024,0.18441938384999024
570,16,5,10,0,0,1,22.1,17.2,73.64,0.0,0.0,18.5,94.3,16.0,high_bike_demand,1,1,0.20857989860559067,0.20857989860559067
571,22,0,4,0,1,1,11.9,7.2,72.95,0.0,0.0,10.8,24.4,15.6,low_bike_demand,0,0,0.027617539770240174,0.0
572,18,6,4,0,0,1,24.7,10.2,40.08,0.018,0.0,14.6,98.8,16.0,low_bike_demand,1,1,0.5232816980804404,0.5232816980804404
573,5,4,6,0,1,1,20.5,18.9,90.3,0.467,0.0,14.4,100.0,15.3,low_bike_demand,0,0,0.1278344173899405,0.0
574,14,5,7,0,0,1,27.1,16.7,52.78,0.0,0.0,17.9,83.9,16.0,high_bike_demand,1,0,0.4069805914054907,0.4069805914054907
575,21,5,1,0,0,0,-4.5,-17.8,34.71,0.0,0.73,29.5,0.0,16.0,low_bike_demand,0,0,0.030976251134090194,0.0
576,5,0,3,0,1,1,8.2,-2.2,47.88,0.0,0.0,20.7,24.4,16.0,low_bike_demand,0,0,0.1197084031688902,0.0
577,6,3,3,0,1,0,2.6,1.0,89.3,0.0,0.0,6.7,89.1,13.8,low_bike_demand,0,0,-0.07626784873810988,-0.0
578,9,1,7,0,1,1,27.2,18.9,60.81,0.0,0.0,14.8,81.1,16.0,high_bike_demand,1,0,0.3487844155598405,0.3487844155598405
579,8,5,12,0,0,0,12.1,9.4,83.28,0.508,0.0,14.6,99.5,16.0,low_bike_demand,1,0,0.04521187924864012,0.04521187924864012
580,9,5,7,0,0,1,22.7,20.7,88.44,0.037,0.0,19.4,98.3,15.8,low_bike_demand,1,0,0.16318470547084052,0.16318470547084052
581,23,6,5,0,0,1,17.1,12.2,72.96,0.0,0.0,11.0,83.9,16.0,low_bike_demand,0,0,0.14123696431524024,0.0
582,15,4,5,0,1,1,17.8,6.7,48.15,0.0,0.0,23.7,68.5,16.0,low_bike_demand,1,1,0.29824709101629043,0.29824709101629043
583,15,0,1,1,1,0,15.8,8.3,60.91,0.0,0.0,14.7,98.8,16.0,high_bike_demand,1,1,0.1960619275699904,0.1960619275699904
584,8,6,2,0,0,0,1.9,-4.8,61.27,0.0,0.0,6.7,79.3,16.0,low_bike_demand,1,0,-0.011669402384609895,-0.011669402384609895
585,18,6,2,0,0,0,1.1,-5.0,64.03,0.0,0.1,14.3,94.3,16.0,low_bike_demand,1,1,-0.021941362123409802,-0.021941362123409802
586,21,2,11,1,1,0,20.1,20.1,99.89,0.022,0.0,9.3,100.0,8.9,low_bike_demand,0,0,0.1191067624774903,0.0
587,16,2,12,0,1,0,5.6,-2.1,57.48,0.0,0.0,7.7,84.5,16.0,low_bike_demand,1,1,0.06072966072299013,0.06072966072299013
588,12,4,3,0,1,1,14.3,0.6,39.25,0.0,0.0,27.3,91.1,16.0,low_bike_demand,1,0,0.35466604865669016,0.35466604865669016
589,11,5,8,0,0,1,28.7,20.7,61.93,0.0,0.0,9.6,82.5,16.0,high_bike_demand,1,0,0.35840303154044073,0.35840303154044073
590,16,0,3,0,1,1,10.6,-8.5,25.36,0.0,0.0,11.2,79.3,16.0,high_bike_demand,1,1,0.49679866795974026,0.49679866795974026
591,17,4,9,0,1,1,20.6,2.8,30.87,0.0,0.0,26.9,0.0,16.0,high_bike_demand,1,1,0.5126610318996905,0.5126610318996905
592,4,3,10,0,1,1,16.0,14.3,89.51,0.83,0.0,8.9,99.6,14.2,low_bike_demand,0,0,0.07607571435189031,0.0
593,8,5,5,0,0,1,23.2,15.6,62.29,0.0,0.0,17.7,32.7,16.0,low_bike_demand,1,0,0.2398174169050904,0.2398174169050904
594,23,3,11,0,1,0,12.1,8.9,80.72,0.0,0.0,0.7,79.3,11.4,low_bike_demand,0,0,0.053271162975890185,0.0
595,7,1,4,0,1,1,14.9,13.3,90.49,0.0,0.0,7.2,100.0,2.5,low_bike_demand,1,0,0.09480279028864014,0.09480279028864014
596,3,5,2,0,0,0,-8.4,-18.4,44.13,0.0,0.0,22.1,0.0,16.0,low_bike_demand,0,0,-0.12753949501331008,-0.0
597,12,0,12,0,1,0,5.6,3.9,89.04,4.468,0.0,12.7,100.0,5.2,low_bike_demand,1,0,-0.06595068708390983,-0.06595068708390983
598,18,4,1,0,1,0,7.1,-1.2,55.57,0.0,0.0,29.0,100.0,16.0,high_bike_demand,1,1,0.10698566427074008,0.10698566427074008
599,0,4,7,0,1,1,23.3,20.0,81.97,0.0,0.0,23.1,100.0,16.0,low_bike_demand,0,0,0.19672035500679041,0.0
600,15,2,10,0,1,1,21.6,10.6,49.58,0.0,0.0,27.6,24.4,16.0,high_bike_demand,1,1,0.30974590228034016,0.30974590228034016
601,13,5,3,0,0,1,20.5,12.9,61.4,0.0,0.0,25.6,89.3,16.0,high_bike_demand,1,0,0.24780754241654046,0.24780754241654046
602,11,2,2,0,1,0,-0.7,-12.2,41.44,0.0,0.02,13.4,81.1,16.0,low_bike_demand,1,0,0.08212597822784007,0.08212597822784007
603,6,0,6,0,1,1,13.0,4.4,55.97,0.0,0.0,7.1,79.3,16.0,low_bike_demand,0,0,0.1750668345565901,0.0
604,23,1,9,0,1,1,15.5,5.0,49.59,0.0,0.0,16.4,27.2,16.0,low_bike_demand,0,0,0.21916338330344054,0.0
605,4,1,12,0,1,0,8.3,1.8,63.45,0.0,0.0,7.3,89.3,16.0,low_bike_demand,0,0,0.07056777278389026,0.0
606,13,5,4,0,0,1,17.8,1.5,33.44,0.0,0.0,14.3,96.8,16.0,high_bike_demand,1,0,0.4963634417004905,0.4963634417004905
607,10,1,11,0,1,0,3.7,-2.7,62.84,0.0,0.0,9.0,100.0,16.0,low_bike_demand,1,0,0.0187762369180402,0.0187762369180402
608,12,3,11,0,1,1,9.9,0.6,52.18,0.0,0.0,5.4,91.1,16.0,low_bike_demand,1,0,0.16196053143144018,0.16196053143144018
609,5,4,7,0,1,1,24.3,22.9,92.03,0.0,0.0,7.5,72.9,15.6,low_bike_demand,0,0,0.15459271592379054,0.0
610,20,1,8,0,1,1,24.3,21.2,82.8,0.337,0.0,0.1,60.5,16.0,low_bike_demand,0,0,0.1696217574777904,0.0
611,16,0,1,0,1,0,8.3,-1.3,51.05,0.0,0.0,25.3,100.0,16.0,low_bike_demand,1,1,0.1588753521290901,0.1588753521290901
612,19,2,10,0,1,1,22.0,18.9,82.45,0.0,0.0,0.0,44.6,16.0,low_bike_demand,1,1,0.1332638559570405,0.1332638559570405
613,23,1,5,0,1,1,18.7,17.2,90.96,0.0,0.0,10.6,44.6,15.6,low_bike_demand,0,0,0.0687220009792402,0.0
614,20,5,9,0,0,1,21.0,18.9,87.74,0.022,0.0,10.5,98.1,13.1,low_bike_demand,0,0,0.15024969487419038,0.0
615,2,5,3,0,0,1,9.2,1.8,59.81,0.0,0.0,24.1,100.0,16.0,low_bike_demand,0,0,0.11056397090889025,0.0
616,4,1,11,0,1,0,2.6,-1.8,72.92,0.0,0.0,10.7,86.1,16.0,low_bike_demand,0,0,-0.04308546984630979,-0.0
617,12,6,2,0,0,0,5.5,2.8,82.68,0.0,0.0,16.4,100.0,14.2,low_bike_demand,1,0,-0.022652400462659816,-0.022652400462659816
618,22,4,1,0,1,0,-1.3,-12.9,40.98,0.0,0.0,24.0,86.1,16.0,low_bike_demand,0,0,0.0808441646147402,0.0
619,6,6,5,0,0,1,23.2,18.8,76.55,0.0,0.0,13.0,81.3,16.0,low_bike_demand,0,0,0.20378097268074047,0.0
620,0,2,4,0,1,1,7.8,-2.8,47.13,0.0,0.0,16.3,86.5,16.0,low_bike_demand,0,0,0.1694755638407902,0.0
621,8,4,1,1,1,0,2.8,-3.9,61.35,0.0,0.0,15.9,100.0,16.0,low_bike_demand,1,0,0.01437553870139019,0.01437553870139019
622,8,5,7,0,0,1,25.5,20.0,71.92,0.0,0.0,16.0,81.3,16.0,low_bike_demand,1,0,0.25629030513854056,0.25629030513854056
623,19,4,2,0,1,0,3.8,-10.0,35.9,0.0,0.0,22.8,24.4,16.0,low_bike_demand,1,1,0.17091401141674012,0.17091401141674012
624,13,2,10,0,1,1,21.2,19.5,90.12,0.0,0.0,11.4,99.2,16.0,low_bike_demand,1,0,0.1431203429776403,0.1431203429776403
625,23,3,2,0,1,0,12.4,9.6,83.2,0.0,0.0,26.0,99.6,16.0,low_bike_demand,0,0,0.05822790564454039,0.0
626,16,4,8,0,1,1,28.2,19.4,58.94,0.0,0.0,11.2,84.7,16.0,high_bike_demand,1,1,0.3767735092723403,0.3767735092723403
627,18,1,1,0,1,0,7.2,6.3,93.54,0.0,0.0,7.1,99.6,14.2,high_bike_demand,1,1,-0.026897780309309782,-0.026897780309309782
628,20,4,3,0,1,0,19.2,-0.6,26.4,0.0,0.0,10.4,44.6,16.0,low_bike_demand,0,0,0.6086863949747403,0.0
629,15,3,8,0,1,1,29.8,14.4,39.14,0.0,0.0,19.5,26.4,16.0,high_bike_demand,1,1,0.5639788987876904,0.5639788987876904
630,5,1,2,0,1,0,1.9,-4.8,61.04,0.0,0.0,15.6,0.0,16.0,low_bike_demand,0,0,-0.07546501573065989,-0.0
631,13,3,8,0,1,1,28.3,14.3,42.48,0.0,0.0,5.6,26.4,16.0,low_bike_demand,1,0,0.4969417555623403,0.4969417555623403
632,9,4,7,0,1,1,26.7,20.7,69.47,0.0,0.0,14.8,24.4,16.0,low_bike_demand,1,0,0.23545220731504024,0.23545220731504024
633,7,5,9,0,0,1,9.8,2.1,58.91,0.0,0.0,21.2,32.7,16.0,low_bike_demand,1,0,0.07473746359564015,0.07473746359564015
634,3,6,8,0,0,1,24.2,22.8,92.11,0.0,0.0,6.7,87.1,16.0,low_bike_demand,0,0,0.16442672183379037,0.0
635,19,1,4,0,1,1,9.9,-4.9,34.7,0.0,0.0,31.3,99.6,16.0,low_bike_demand,1,1,0.3401941315451902,0.3401941315451902
636,20,0,3,0,1,1,11.6,-3.5,34.62,0.0,0.0,7.1,0.0,16.0,low_bike_demand,0,0,0.2979628408722903,0.0
637,21,2,10,0,1,1,20.4,18.8,90.38,0.0,0.0,6.7,44.6,15.9,low_bike_demand,0,0,0.08867430344409033,0.0
638,5,6,6,0,0,1,21.9,18.2,79.42,0.0,0.0,9.0,44.6,15.8,low_bike_demand,0,0,0.14356006667784016,0.0
639,10,6,5,0,0,1,18.4,7.7,49.45,0.0,0.0,16.3,80.3,15.9,low_bike_demand,1,0,0.3022778091703904,0.3022778091703904
640,20,4,5,0,1,1,13.3,9.9,80.03,0.0,0.0,14.6,91.7,16.0,low_bike_demand,0,0,0.07282923827514032,0.0
641,13,0,11,0,1,0,9.9,-2.7,41.17,0.0,0.0,29.1,89.3,16.0,low_bike_demand,1,0,0.26020457980759026,0.26020457980759026
642,6,3,1,0,1,0,-1.3,-6.3,68.98,0.0,0.0,9.0,99.8,16.0,low_bike_demand,0,0,-0.06974267819255986,-0.0
643,15,4,1,0,1,0,8.7,0.0,54.44,0.0,0.0,34.7,89.3,16.0,low_bike_demand,1,1,0.12950886050769017,0.12950886050769017
644,18,0,4,0,1,1,18.3,5.6,43.13,0.0,0.0,18.3,79.3,16.0,high_bike_demand,1,1,0.36330373430059026,0.36330373430059026
645,6,4,3,0,1,1,10.0,-0.9,46.82,0.0,0.0,9.7,94.6,16.0,low_bike_demand,0,0,0.21412250599319016,0.0
646,22,0,3,0,1,1,4.9,-8.5,37.31,0.0,0.0,8.3,79.3,16.0,low_bike_demand,0,0,0.21445400163379036,0.0
647,8,6,7,0,0,1,26.4,18.1,60.19,0.0,0.0,0.0,80.3,13.3,low_bike_demand,1,0,0.3408231949078402,0.3408231949078402
648,16,3,3,0,1,0,12.2,-8.2,23.29,0.0,0.0,27.5,80.3,16.0,low_bike_demand,1,1,0.5691712243815903,0.5691712243815903
649,10,5,9,0,0,1,18.5,11.1,61.84,0.0,0.0,0.0,24.4,16.0,high_bike_demand,1,0,0.16910208841394014,0.16910208841394014
650,21,4,6,0,1,1,24.8,18.8,69.4,0.0,0.0,17.1,68.3,16.0,low_bike_demand,0,0,0.2480538310512903,0.0
651,5,3,10,0,1,1,4.1,1.6,83.55,0.0,0.0,10.6,25.3,16.0,low_bike_demand,0,0,-0.10440201027645979,-0.0
652,11,0,6,0,1,1,28.4,22.2,69.01,0.0,0.0,11.0,26.4,16.0,low_bike_demand,1,0,0.26346606590974075,0.26346606590974075
653,22,1,4,0,1,1,8.7,-3.9,40.79,0.0,0.0,23.7,96.0,16.0,low_bike_demand,0,0,0.2494554001248901,0.0
654,18,6,9,0,0,1,23.3,18.2,72.9,0.0,0.0,9.4,65.9,16.0,high_bike_demand,1,1,0.20588293472704056,0.20588293472704056
655,8,4,10,0,1,1,13.4,8.3,71.26,0.0,0.0,9.9,24.4,16.0,high_bike_demand,1,0,0.05343581838969025,0.05343581838969025
656,1,1,6,0,1,1,25.2,19.2,69.36,0.0,0.0,4.8,79.3,16.0,low_bike_demand,0,0,0.2615166731165406,0.0
657,13,0,11,0,1,0,21.4,14.3,64.21,0.0,0.0,11.0,24.4,16.0,low_bike_demand,1,0,0.20081825252774022,0.20081825252774022
658,11,1,11,0,1,0,4.3,-2.9,59.6,0.0,0.0,14.6,99.6,16.0,low_bike_demand,1,0,0.045418508394840185,0.045418508394840185
659,16,6,1,0,0,0,9.3,-5.8,33.9,0.0,0.0,15.8,44.6,16.0,low_bike_demand,1,1,0.3026399976024403,0.3026399976024403
660,23,4,7,0,1,1,27.5,22.2,72.8,0.0,0.0,10.3,34.5,15.6,low_bike_demand,0,0,0.23826305034109052,0.0
661,15,4,3,0,1,0,5.5,1.6,75.96,0.267,0.0,14.4,100.0,16.0,low_bike_demand,1,1,-0.009683618930659832,-0.009683618930659832
662,7,5,2,0,0,0,-0.7,-8.2,56.72,0.0,0.0,28.6,28.0,16.0,low_bike_demand,1,0,-0.06953088848295985,-0.06953088848295985
663,22,1,8,0,1,1,26.2,17.2,57.77,0.0,0.0,0.2,25.8,16.0,low_bike_demand,0,0,0.3122646901891404,0.0
664,11,1,6,0,1,1,24.9,8.8,35.98,0.0,0.0,18.4,44.6,16.0,low_bike_demand,1,0,0.5400178106909403,0.5400178106909403
665,21,6,11,0,0,0,8.4,-0.1,55.17,0.0,0.0,14.0,79.3,16.0,low_bike_demand,0,0,0.11395240219504021,0.0
666,2,4,11,0,1,0,8.3,-1.2,51.11,0.0,0.0,13.2,79.3,16.0,low_bike_demand,0,0,0.13864829374524013,0.0
667,4,3,11,0,1,0,0.7,-3.0,76.15,0.0,0.0,4.8,24.4,16.0,low_bike_demand,0,0,-0.12730531529475975,-0.0
668,8,4,2,0,1,0,3.8,-7.3,44.35,0.0,0.0,20.2,98.8,16.0,low_bike_demand,1,0,0.14316821143334013,0.14316821143334013
669,9,2,4,0,1,1,20.7,14.0,65.4,0.0,0.0,7.7,79.3,16.0,low_bike_demand,1,0,0.2223644873925903,0.2223644873925903
670,8,0,3,0,1,1,7.6,-2.2,50.02,0.0,0.0,10.8,0.0,16.0,high_bike_demand,1,0,0.07728372550514018,0.07728372550514018
671,3,6,12,0,0,0,-9.1,-14.4,65.6,0.0,0.0,5.0,0.0,16.0,low_bike_demand,0,0,-0.23978660425155995,-0.0
672,6,0,5,0,1,1,18.2,17.2,93.66,0.0,0.0,4.8,83.1,15.5,low_bike_demand,0,0,0.0851785808783403,0.0
673,5,6,5,0,0,1,15.9,12.1,78.22,0.0,0.0,11.9,70.1,16.0,low_bike_demand,0,0,0.09399831809329029,0.0
674,23,0,9,1,1,1,22.4,14.4,60.86,0.0,0.0,0.5,44.6,16.0,low_bike_demand,0,0,0.2528299409881902,0.0
675,22,2,12,0,1,0,3.7,-5.7,50.34,0.0,0.0,12.3,99.8,16.0,low_bike_demand,0,0,0.09360588136049008,0.0
676,8,2,4,0,1,1,14.9,6.6,57.74,0.0,0.0,12.5,79.3,16.0,high_bike_demand,1,0,0.19160822923159038,0.19160822923159038
677,8,6,9,0,0,1,19.1,15.6,79.79,0.0,0.0,11.9,0.0,16.0,low_bike_demand,1,0,0.06932741810299048,0.06932741810299048
678,0,1,1,0,1,0,5.5,1.1,73.16,0.0,0.0,0.4,100.0,16.0,low_bike_demand,0,0,0.0019716498405401017,0.0
679,9,3,3,0,1,0,8.3,-1.7,49.31,0.0,0.0,18.4,24.4,16.0,low_bike_demand,1,0,0.10994497996044017,0.10994497996044017
680,7,4,12,1,1,0,2.8,-0.5,78.61,0.143,0.0,27.5,99.2,16.0,low_bike_demand,1,0,-0.053626192818009843,-0.053626192818009843
681,23,5,8,0,0,1,25.9,20.0,70.1,0.0,0.0,12.5,79.3,16.0,low_bike_demand,0,0,0.2683905606079904,0.0
682,2,1,9,0,1,1,22.6,18.3,76.75,0.0,0.0,7.3,82.2,16.0,low_bike_demand,0,0,0.19427531377229057,0.0
683,23,4,11,0,1,0,3.6,-5.6,51.03,0.0,0.0,9.3,0.0,16.0,low_bike_demand,0,0,0.008995895371290086,0.0
684,12,1,1,0,1,0,-3.9,-17.2,34.87,0.0,0.0,18.7,0.0,16.0,low_bike_demand,1,0,0.03427767513759006,0.03427767513759006
685,13,6,10,0,0,1,8.8,6.2,83.81,0.018,0.0,19.2,98.2,16.0,low_bike_demand,1,0,0.010529698727840375,0.010529698727840375
686,7,0,7,0,1,1,22.1,17.2,73.85,0.0,0.0,9.2,87.2,16.0,low_bike_demand,1,0,0.2049675254972405,0.2049675254972405
687,1,2,12,0,1,0,4.8,-1.8,62.6,0.0,0.0,5.9,24.4,16.0,low_bike_demand,0,0,-0.01890180148370979,-0.0
688,16,0,4,0,1,1,17.8,-3.3,23.51,0.0,0.0,7.5,0.0,16.0,high_bike_demand,1,1,0.6070801308535905,0.6070801308535905
689,5,3,1,0,1,0,-0.3,-1.5,91.26,0.0,0.0,0.0,24.4,11.5,low_bike_demand,0,0,-0.1624800754082597,-0.0
690,20,5,6,0,0,1,23.6,11.3,45.92,0.0,0.0,17.0,44.6,16.0,low_bike_demand,0,0,0.3922120672708407,0.0
691,7,6,9,0,0,1,18.1,14.9,81.42,0.0,0.0,6.7,24.4,16.0,low_bike_demand,1,0,0.07254016007649033,0.07254016007649033
692,4,5,7,0,0,1,21.7,20.2,90.86,7.246,0.0,16.1,99.0,4.7,low_bike_demand,0,0,0.08207807247479038,0.0
693,2,0,12,0,1,0,4.3,1.7,83.17,0.0,0.0,14.5,29.7,16.0,low_bike_demand,0,0,-0.09569572005130988,-0.0
694,13,4,2,0,1,0,9.3,-6.7,31.74,0.0,0.0,9.3,81.3,16.0,low_bike_demand,1,0,0.3644994607439904,0.3644994607439904
695,3,0,10,0,1,1,13.8,12.8,93.95,0.0,0.0,12.8,100.0,15.9,low_bike_demand,0,0,0.050423318854840304,0.0
696,21,6,10,0,0,1,13.6,3.0,48.86,0.0,0.0,12.4,44.6,16.0,low_bike_demand,0,0,0.21242301540914044,0.0
697,6,1,12,0,1,0,0.5,-6.6,58.84,0.0,0.0,14.0,44.6,16.0,low_bike_demand,0,0,-0.04954475131785985,-0.0
698,20,2,8,0,1,1,29.9,18.5,50.48,0.0,0.0,15.7,0.0,16.0,high_bike_demand,0,0,0.40989682587799026,0.0
699,9,6,2,0,0,0,5.4,-1.7,59.89,0.0,0.0,11.3,92.3,16.0,low_bike_demand,1,0,0.04875918376949029,0.04875918376949029
700,15,0,10,0,1,1,17.8,13.3,75.06,0.0,0.0,16.0,100.0,16.0,high_bike_demand,1,1,0.15400931915734029,0.15400931915734029
701,15,1,4,0,1,1,25.0,12.7,46.23,0.0,0.0,18.2,24.4,16.0,high_bike_demand,1,1,0.39389546586914026,0.39389546586914026
702,14,1,3,0,1,1,4.8,-11.2,30.19,0.0,0.0,18.6,24.4,16.0,low_bike_demand,1,0,0.25925321348974006,0.25925321348974006
703,14,5,7,0,0,1,22.0,19.9,87.98,0.6759999999999999,0.0,23.0,100.0,4.8,low_bike_demand,1,0,0.17067970789204057,0.17067970789204057
704,1,5,2,0,0,0,1.1,-7.9,51.26,0.0,0.0,28.6,45.6,16.0,low_bike_demand,0,0,0.006799681241240196,0.0
705,23,6,9,0,0,1,17.3,9.4,59.76,0.0,0.0,7.4,0.0,16.0,low_bike_demand,0,0,0.14894186882604032,0.0
706,1,5,9,0,0,1,19.8,17.1,84.54,0.0,0.0,8.8,46.2,16.0,low_bike_demand,0,0,0.10239311674414031,0.0
707,20,1,6,0,1,1,30.3,15.5,40.7,0.0,0.0,9.9,32.7,16.0,low_bike_demand,0,0,0.5538416670070907,0.0
708,6,5,2,0,0,0,-8.4,-18.4,44.35,0.0,0.0,12.8,0.0,16.0,low_bike_demand,0,0,-0.12555630572516008,-0.0
709,19,5,10,0,0,1,19.9,11.7,59.03,0.0,0.0,17.8,100.0,16.0,low_bike_demand,1,1,0.2658554409685405,0.2658554409685405
710,23,5,11,0,0,0,5.4,-3.8,51.68,0.0,0.0,10.6,0.0,16.0,low_bike_demand,0,0,0.03303885182044031,0.0
711,13,6,2,0,0,0,11.2,-0.9,43.14,0.0,0.0,22.3,80.3,16.0,high_bike_demand,1,0,0.2547026617104904,0.2547026617104904
712,11,4,5,0,1,1,19.3,16.8,85.69,0.0,0.0,15.8,100.0,15.9,low_bike_demand,1,0,0.13557454609894026,0.13557454609894026
713,12,6,10,0,0,1,21.6,18.3,81.47,0.0,0.0,0.2,94.7,16.0,high_bike_demand,1,0,0.17191529218154022,0.17191529218154022
714,21,1,12,0,1,0,2.5,-5.1,57.48,0.0,0.0,10.5,79.3,16.0,low_bike_demand,0,0,0.017031468835190133,0.0
715,23,5,8,0,0,1,21.4,18.4,82.84,0.0,0.0,15.2,81.3,16.0,low_bike_demand,0,0,0.15163452725894033,0.0
716,13,0,7,0,1,1,29.3,17.8,49.86,0.0,0.0,11.2,92.8,16.0,low_bike_demand,1,0,0.47700458980574045,0.47700458980574045
717,10,0,3,0,1,1,13.8,0.0,38.85,0.0,0.0,12.8,0.0,16.0,low_bike_demand,1,0,0.2816539390678403,0.2816539390678403
718,14,4,7,0,1,1,30.9,22.1,59.5,0.0,0.0,18.3,56.2,16.0,low_bike_demand,1,0,0.3876347528242903,0.3876347528242903
719,22,6,2,0,0,0,7.1,6.7,96.83,0.011,0.0,0.0,100.0,1.0,low_bike_demand,0,0,-0.00933848718295982,-0.0
720,21,6,3,0,0,1,15.6,4.0,45.95,0.0,0.0,36.8,99.2,16.0,low_bike_demand,0,0,0.30883417993204043,0.0
721,17,0,6,0,1,1,27.0,17.3,55.43,0.0,0.0,9.6,67.3,16.0,high_bike_demand,1,1,0.37416385423624066,0.37416385423624066
722,7,4,3,0,1,1,10.5,-1.7,42.36,0.0,0.0,13.2,82.5,16.0,low_bike_demand,1,0,0.24880994046794025,0.24880994046794025
723,4,5,10,0,0,1,8.0,5.5,84.05,0.0,0.0,0.0,25.3,16.0,low_bike_demand,0,0,-0.057411219346759745,-0.0
724,2,3,4,0,1,1,13.2,11.2,87.64,0.0,0.0,8.7,99.6,15.9,low_bike_demand,0,0,0.054859128602490204,0.0
725,9,3,12,0,1,0,8.1,3.3,71.47,0.0,0.0,11.0,90.9,16.0,high_bike_demand,1,0,0.032865213604140076,0.032865213604140076
726,11,6,8,0,0,1,21.6,20.0,90.43,0.022,0.0,16.0,92.7,10.8,low_bike_demand,1,0,0.14772204792064036,0.14772204792064036
727,11,3,3,0,1,0,7.1,0.0,60.65,0.0,0.0,19.8,91.1,16.0,low_bike_demand,1,0,0.07104782994594017,0.07104782994594017
728,4,2,12,0,1,0,-1.4,-5.1,75.9,0.0,0.0,5.0,25.3,16.0,low_bike_demand,0,0,-0.15145402858075985,-0.0
729,12,0,9,1,1,1,27.7,13.8,42.46,0.0,0.0,17.8,24.4,16.0,high_bike_demand,1,0,0.4826817461866404,0.4826817461866404
730,4,2,3,0,1,1,6.0,4.3,89.0,0.0,0.0,10.6,100.0,15.8,low_bike_demand,0,0,-0.0311633298187598,-0.0
731,17,6,6,0,0,1,27.1,21.1,69.55,0.0,0.0,19.6,52.3,16.0,high_bike_demand,1,1,0.26184062856004053,0.26184062856004053
732,20,6,10,0,0,1,8.8,7.8,93.67,0.0,0.0,15.7,100.0,5.4,low_bike_demand,0,0,0.01125148763409034,0.0
733,7,2,6,0,1,1,18.7,14.9,78.77,0.0,0.0,21.1,89.7,16.0,low_bike_demand,1,0,0.14324275998399005,0.14324275998399005
734,10,3,6,0,1,1,23.3,10.8,45.21,0.0,0.0,0.9,24.4,16.0,low_bike_demand,1,0,0.37993317789569025,0.37993317789569025
735,12,1,3,0,1,0,7.3,0.0,59.98,0.0,0.0,18.2,93.8,16.0,low_bike_demand,1,0,0.08153041548604012,0.08153041548604012
736,15,5,11,0,0,0,21.7,11.1,51.05,0.0,0.0,0.5,82.2,16.0,high_bike_demand,1,1,0.34674306235789043,0.34674306235789043
737,10,5,6,0,0,1,18.8,14.5,75.99,0.04,0.0,6.0,94.3,16.0,low_bike_demand,1,0,0.15639331184684047,0.15639331184684047
738,15,5,6,0,0,1,30.5,18.4,48.43,0.0,0.0,13.1,89.3,16.0,high_bike_demand,1,1,0.5094180774849906,0.5094180774849906
739,5,0,4,0,1,1,11.8,7.7,76.16,0.0,0.0,0.0,88.9,14.2,low_bike_demand,0,0,0.06938652353174013,0.0
740,6,5,5,0,0,1,7.6,4.9,83.18,0.0,0.0,4.8,79.3,16.0,low_bike_demand,0,0,-0.015281154861659707,-0.0
741,1,6,6,0,0,1,24.0,18.8,72.97,0.0,0.0,19.3,44.6,16.0,low_bike_demand,0,0,0.20210730538649058,0.0
742,0,1,11,0,1,0,7.7,-2.8,47.25,0.0,0.0,11.5,82.9,16.0,low_bike_demand,0,0,0.16197434868359017,0.0
743,22,6,4,0,0,1,19.1,14.0,71.99,0.022,0.0,5.4,99.2,16.0,low_bike_demand,0,0,0.17947813308274052,0.0
744,10,5,8,0,0,1,27.1,22.8,77.28,0.0,0.0,6.9,53.0,16.0,high_bike_demand,1,0,0.22474046390359081,0.22474046390359081
